,index,Date,Day,Comp,Round,Venue,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Name,Season,Fls,Fld,Off,Crs,TklW,OG,PKwon,PKcon,WDL,GoalsTeams,Team Score,Opp Score,CS,Was Home,GW
373,2,2023-08-21,Mon,Premier League,Matchweek 2,Home,Crystal Palace,Arsenal,N,0,0.0,0.0,0.0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,Match Report,Chris-Richards,2023-24,0,0,0,0,0,0,0,0,L,0–1,0,1,0.0,1.0,2
374,3,2023-08-26,Sat,Premier League,Matchweek 3,Away,Crystal Palace,Brentford,N,0,0.0,0.0,0.0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,Match Report,Chris-Richards,2023-24,0,0,0,0,0,0,0,0,D,1–1,1,1,0.0,0.0,3
376,5,2023-09-03,Sun,Premier League,Matchweek 4,Home,Crystal Palace,Wolves,N,0,0.0,0.0,0.0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,Match Report,Chris-Richards,2023-24,0,0,0,0,0,0,0,0,W,3–2,3,2,0.0,1.0,4
377,0,2023-08-12,Sat,Premier League,Matchweek 1,Away,Nott'ham Forest,Arsenal,N,FW,1.0,0.0,0.0,0,0,0,0,0,0,2.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,Match Report,Chris-Wood,2023-24,,,,,,,,,L,1–2,1,2,0.0,0.0,1
378,1,2023-08-18,Fri,Premier League,Matchweek 2,Home,Nott'ham Forest,Sheffield Utd,N,FW,7.0,1.0,0.0,0,0,1,1,0,0,7.0,0.0,0,0.0,0.1,0.1,0.0,0.0,0.0,3.0,5.0,60.0,0.0,5.0,0.0,0.0,0.0,Match Report,Chris-Wood,2023-24,,,,,,,,,W,2–1,2,1,0.0,1.0,2
379,2,2023-08-26,Sat,Premier League,Matchweek 3,Away,Nott'ham Forest,Manchester Utd,N,FW,10.0,0.0,0.0,0,0,0,0,0,0,9.0,0.0,1,0.0,0.0,0.0,0.1,1.0,0.0,4.0,8.0,50.0,0.0,4.0,1.0,0.0,0.0,Match Report,Chris-Wood,2023-24,,,,,,,,,L,2–3,2,3,0.0,0.0,3
381,4,2023-09-02,Sat,Premier League,Matchweek 4,Away,Nott'ham Forest,Chelsea,N,FW,26.0,0.0,0.0,0,0,0,0,0,0,8.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,60.0,1.0,3.0,0.0,0.0,0.0,Match Report,Chris-Wood,2023-24,,,,,,,,,W,1–0,1,0,1.0,0.0,4
382,0,2023-08-14,Mon,Premier League,Matchweek 1,Home,Manchester Utd,Wolves,N,CM,23.0,0.0,0.0,0,0,0,0,0,0,16,0,0,0,0.0,0.0,0.0,0,0,8,14,57.1,1,11,1,0,0,Match Report,Christian-Eriksen,2023-24,,,,,,,,,W,1–0,1,0,1.0,1.0,1
383,1,2023-08-19,Sat,Premier League,Matchweek 2,Away,Manchester Utd,Tottenham,N,DM,25.0,0.0,0.0,0,0,0,0,0,0,23,2,0,2,0.0,0.0,0.0,0,0,16,18,88.9,3,16,1,0,0,Match Report,Christian-Eriksen,2023-24,,,,,,,,,L,0–2,0,2,0.0,0.0,2
384,2,2023-08-26,Sat,Premier League,Matchweek 3,Home,Manchester Utd,Nott'ham Forest,Y,"DM,AM",90.0,1.0,0.0,0,0,1,1,0,0,70,1,1,1,0.3,0.3,0.1,5,0,50,66,75.8,7,52,3,0,0,Match Report,Christian-Eriksen,2023-24,,,,,,,,,W,3–2,3,2,0.0,1.0,3
385,3,2023-09-03,Sun,Premier League,Matchweek 4,Away,Manchester Utd,Arsenal,Y,DM,90.0,0.0,1.0,0,0,1,0,0,0,66,2,1,5,0.1,0.1,0.3,4,2,53,57,93.0,4,39,0,0,0,Match Report,Christian-Eriksen,2023-24,,,,,,,,,L,1–3,1,3,0.0,0.0,4
386,0,2023-08-13,Sun,Premier League,Matchweek 1,Home,Brentford,Tottenham,Y*,CM,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,1.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,19.0,22.0,86.4,2.0,16.0,0.0,1.0,0.0,Match Report,Christian-Norgaard,2023-24,,,,,,,,,D,2–2,2,2,0.0,1.0,1
387,1,2023-08-19,Sat,Premier League,Matchweek 2,Away,Brentford,Fulham,Y*,CM,78.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,48.0,4.0,1.0,3.0,0.0,0.0,0.0,2.0,0.0,27.0,37.0,73.0,3.0,29.0,0.0,0.0,0.0,Match Report,Christian-Norgaard,2023-24,,,,,,,,,W,3–0,3,0,1.0,0.0,2
388,2,2023-08-26,Sat,Premier League,Matchweek 3,Home,Brentford,Crystal Palace,Y*,CM,90.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,76.0,3.0,0.0,1.0,0.0,0.0,0.1,6.0,1.0,58.0,65.0,89.2,12.0,47.0,0.0,0.0,0.0,Match Report,Christian-Norgaard,2023-24,,,,,,,,,D,1–1,1,1,0.0,1.0,3
389,4,2023-09-02,Sat,Premier League,Matchweek 4,Home,Brentford,Bournemouth,Y*,CM,90.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,74.0,5.0,2.0,0.0,0.1,0.1,0.2,5.0,0.0,55.0,65.0,84.6,9.0,32.0,0.0,0.0,0.0,Match Report,Christian-Norgaard,2023-24,,,,,,,,,D,2–2,2,2,0.0,1.0,4
390,0,2023-09-03,Sun,Premier League,Matchweek 4,Away,Aston Villa,Liverpool,N,0,0.0,0.0,0.0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,Match Report,Clement-Lenglet,2023-24,0,0,0,0,0,0,0,0,L,0–3,0,3,0.0,0.0,4
391,0,2023-08-13,Sun,Premier League,Matchweek 1,Away,Liverpool,Chelsea,Y,LM,65.0,0.0,0.0,0,0,0,0,0,0,28,3,0,4,0.0,0.0,0.1,2,0,10,15,66.7,2,14,3,2,1,Match Report,Cody-Gakpo,2023-24,,,,,,,,,D,1–1,1,1,0.0,0.0,1
392,1,2023-08-19,Sat,Premier League,Matchweek 2,Home,Liverpool,Bournemouth,Y,LM,62.0,0.0,0.0,0,0,3,0,0,0,33,1,0,2,0.2,0.2,0.1,3,0,20,25,80.0,5,21,1,2,2,Match Report,Cody-Gakpo,2023-24,,,,,,,,,W,3–1,3,1,0.0,1.0,2
393,2,2023-08-27,Sun,Premier League,Matchweek 3,Away,Liverpool,Newcastle Utd,Y,"FW,LM",57.0,0.0,0.0,0,0,0,0,0,0,19,0,1,2,0.0,0.0,0.0,1,0,5,8,62.5,2,14,2,4,1,Match Report,Cody-Gakpo,2023-24,,,,,,,,,W,2–1,2,1,0.0,0.0,3
394,3,2023-09-03,Sun,Premier League,Matchweek 4,Home,Liverpool,Aston Villa,N,FW,26.0,0.0,0.0,0,0,0,0,0,0,6,0,0,0,0.0,0.0,0.0,0,0,2,3,66.7,1,4,0,0,0,Match Report,Cody-Gakpo,2023-24,,,,,,,,,W,3–0,3,0,1.0,1.0,4
397,1,2023-08-11,Fri,Premier League,Matchweek 1,Away,Manchester City,Burnley,N,LM,11.0,0.0,0.0,0,0,0,0,0,0,6,0,0,0,0.0,0.0,0.0,0,0,4,5,80.0,0,6,0,0,0,Match Report,Cole-Palmer,2023-24,,,,,,,,,W,3–0,3,0,1.0,0.0,1
398,1,2023-08-11,Fri,Premier League,Matchweek 1,Away,Manchester City,Burnley,N,LM,11.0,0.0,0.0,0,0,0,0,0,0,6,0,0,0,0.0,0.0,0.0,0,0,4,5,80.0,0,6,0,0,0,Match Report,Cole-Palmer,2023-24,,,,,,,,,W,3–0,3,0,1.0,0.0,1
401,3,2023-08-19,Sat,Premier League,Matchweek 2,Home,Manchester City,Newcastle Utd,N,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Match Report,Cole-Palmer,2023-24,,,,,,,,,W,1–0,1,0,1.0,1.0,2
402,3,2023-08-19,Sat,Premier League,Matchweek 2,Home,Manchester City,Newcastle Utd,N,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Match Report,Cole-Palmer,2023-24,,,,,,,,,W,1–0,1,0,1.0,1.0,2
403,4,2023-08-27,Sun,Premier League,Matchweek 3,Away,Manchester City,Sheffield Utd,N,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Match Report,Cole-Palmer,2023-24,,,,,,,,,W,2–1,2,1,0.0,0.0,3
404,4,2023-08-27,Sun,Premier League,Matchweek 3,Away,Manchester City,Sheffield Utd,N,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Match Report,Cole-Palmer,2023-24,,,,,,,,,W,2–1,2,1,0.0,0.0,3
405,5,2023-09-02,Sat,Premier League,Matchweek 4,Home,Chelsea,Nott'ham Forest,N,AM,29.0,0.0,0.0,0,0,0,0,0,0,41,0,0,0,0.0,0.0,0.1,3,0,29,36,80.6,6,31,2,4,3,Match Report,Cole-Palmer,2023-24,,,,,,,,,L,0–1,0,1,0.0,1.0,4
406,5,2023-09-02,Sat,Premier League,Matchweek 4,Home,Chelsea,Nott'ham Forest,N,AM,29.0,0.0,0.0,0,0,0,0,0,0,41,0,0,0,0.0,0.0,0.1,3,0,29,36,80.6,6,31,2,4,3,Match Report,Cole-Palmer,2023-24,,,,,,,,,L,0–1,0,1,0.0,1.0,4
407,0,2023-08-11,Fri,Premier League,Matchweek 1,Home,Burnley,Manchester City,Y,RB,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,46.0,84.8,4.0,17.0,0.0,0.0,0.0,Match Report,Connor-Roberts,2023-24,,,,,,,,,L,0–3,0,3,0.0,1.0,1
408,2,2023-08-27,Sun,Premier League,Matchweek 3,Home,Burnley,Aston Villa,Y,"RB,CM,LB",90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,74.0,82.0,90.2,9.0,71.0,0.0,0.0,0.0,Match Report,Connor-Roberts,2023-24,,,,,,,,,L,1–3,1,3,0.0,1.0,3
409,4,2023-09-02,Sat,Premier League,Matchweek 4,Home,Burnley,Tottenham,Y,"LB,WB",90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,1.0,58.0,71.0,81.7,8.0,52.0,3.0,0.0,0.0,Match Report,Connor-Roberts,2023-24,,,,,,,,,L,2–5,2,5,0.0,1.0,4
410,0,2023-08-12,Sat,Premier League,Matchweek 1,Away,West Ham,Bournemouth,N,0,0.0,0.0,0.0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,Match Report,Conor-Coventry,2023-24,0,0,0,0,0,0,0,0,D,1–1,1,1,0.0,0.0,1
412,0,2023-08-13,Sun,Premier League,Matchweek 1,Home,Chelsea,Liverpool,Y,"CM,LM",90.0,0.0,0.0,0,0,0,0,0,0,77.0,2.0,3,1.0,0.0,0.0,0.0,0.0,0.0,61.0,68.0,89.7,3.0,57.0,0.0,1.0,1.0,Match Report,Conor-Gallagher,2023-24,,,,,,,,,D,1–1,1,1,0.0,1.0,1
413,1,2023-08-20,Sun,Premier League,Matchweek 2,Away,Chelsea,West Ham,Y,"CM,AM",74.0,0.0,0.0,0,0,2,1,0,0,69.0,3.0,2,0.0,0.1,0.1,0.0,2.0,0.0,53.0,58.0,91.4,4.0,45.0,0.0,1.0,1.0,Match Report,Conor-Gallagher,2023-24,,,,,,,,,L,1–3,1,3,0.0,0.0,2
414,2,2023-08-25,Fri,Premier League,Matchweek 3,Home,Chelsea,Luton Town,Y,"CM,RM",90.0,0.0,0.0,0,0,1,1,0,0,76.0,3.0,3,1.0,0.1,0.1,0.2,3.0,0.0,60.0,63.0,95.2,5.0,44.0,2.0,2.0,1.0,Match Report,Conor-Gallagher,2023-24,,,,,,,,,W,3–0,3,0,1.0,1.0,3
416,4,2023-09-02,Sat,Premier League,Matchweek 4,Home,Chelsea,Nott'ham Forest,Y,CM,61.0,0.0,0.0,0,0,1,0,1,0,65.0,4.0,0,0.0,0.1,0.1,0.1,4.0,0.0,49.0,57.0,86.0,6.0,48.0,1.0,0.0,0.0,Match Report,Conor-Gallagher,2023-24,,,,,,,,,L,0–1,0,1,0.0,1.0,4
417,0,2023-08-14,Mon,Premier League,Matchweek 1,Away,Wolves,Manchester Utd,Y,CB,90.0,0.0,0.0,0,0,1,0,0,0,67,2,1,3,0.1,0.1,0.1,0,0,44,51,86.3,2,37,0,0,0,Match Report,Craig-Dawson,2023-24,,,,,,,,,L,0–1,0,1,0.0,0.0,1
418,1,2023-08-19,Sat,Premier League,Matchweek 2,Home,Wolves,Brighton,Y,CB,70.0,0.0,0.0,0,0,2,1,1,0,44,2,0,2,0.1,0.1,0.0,0,0,33,37,89.2,1,33,0,1,1,Match Report,Craig-Dawson,2023-24,,,,,,,,,L,1–4,1,4,0.0,1.0,2
419,2,2023-08-26,Sat,Premier League,Matchweek 3,Away,Wolves,Everton,Y,CB,90.0,0.0,0.0,0,0,0,0,1,0,63,2,1,1,0.0,0.0,0.0,0,0,48,54,88.9,1,46,0,0,0,Match Report,Craig-Dawson,2023-24,,,,,,,,,W,1–0,1,0,1.0,0.0,3
421,4,2023-09-03,Sun,Premier League,Matchweek 4,Away,Wolves,Crystal Palace,Y,CB,90.0,0.0,0.0,0,0,1,0,0,0,83,1,0,1,0.2,0.2,0.1,1,0,59,74,79.7,6,50,0,0,0,Match Report,Craig-Dawson,2023-24,,,,,,,,,L,2–3,2,3,0.0,0.0,4
422,0,2023-08-13,Sun,Premier League,Matchweek 1,Away,Tottenham,Brentford,Y,CB,13.0,1.0,0.0,0,0,1,1,0,0,10,0,0,0,0.6,0.6,0.0,0,0,8,8,100.0,1,7,0,0,0,Match Report,Cristian-Romero,2023-24,,,,,,,,,D,2–2,2,2,0.0,0.0,1
423,1,2023-08-19,Sat,Premier League,Matchweek 2,Home,Tottenham,Manchester Utd,Y,CB,90.0,0.0,0.0,0,0,1,0,0,0,90,1,1,6,0.1,0.1,0.0,0,0,67,76,88.2,5,58,1,0,0,Match Report,Cristian-Romero,2023-24,,,,,,,,,W,2–0,2,0,1.0,1.0,2
424,2,2023-08-26,Sat,Premier League,Matchweek 3,Away,Tottenham,Bournemouth,Y,CB,90.0,0.0,0.0,0,0,0,0,0,0,51,5,3,0,0.0,0.0,0.0,0,0,37,38,97.4,0,30,0,0,0,Match Report,Cristian-Romero,2023-24,,,,,,,,,W,2–0,2,0,1.0,0.0,3
426,4,2023-09-02,Sat,Premier League,Matchweek 4,Away,Tottenham,Burnley,Y,CB,90.0,1.0,0.0,0,0,1,1,0,0,83,2,0,3,0.0,0.0,0.0,0,0,68,74,91.9,5,55,0,0,0,Match Report,Cristian-Romero,2023-24,,,,,,,,,W,5–2,5,2,0.0,0.0,4
427,0,2023-08-13,Sun,Premier League,Matchweek 1,Away,Liverpool,Chelsea,N,LM,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,16.0,18.0,88.9,2.0,14.0,0.0,1.0,1.0,Match Report,Curtis-Jones,2023-24,,,,,,,,,D,1–1,1,1,0.0,0.0,1
428,2,2023-09-03,Sun,Premier League,Matchweek 4,Home,Liverpool,Aston Villa,Y,LM,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,36.0,91.7,1.0,27.0,0.0,0.0,0.0,Match Report,Curtis-Jones,2023-24,,,,,,,,,W,3–0,3,0,1.0,1.0,4
429,0,2023-08-12,Sat,Premier League,Matchweek 1,Home,Newcastle Utd,Aston Villa,Y,LB,90.0,0.0,0.0,0,0,1,0,0,0,89,4,1,3,0.2,0.2,0.0,1,0,58,75,77.3,2,54,0,0,0,Match Report,Dan-Burn,2023-24,,,,,,,,,W,5–1,5,1,0.0,1.0,1
430,1,2023-08-19,Sat,Premier League,Matchweek 2,Away,Newcastle Utd,Manchester City,Y,LB,90.0,0.0,0.0,0,0,0,0,0,0,54,2,1,1,0.0,0.0,0.0,0,0,43,51,84.3,0,33,2,0,0,Match Report,Dan-Burn,2023-24,,,,,,,,,L,0–1,0,1,0.0,0.0,2
431,2,2023-08-27,Sun,Premier League,Matchweek 3,Home,Newcastle Utd,Liverpool,Y,"LB,CB",90.0,0.0,0.0,0,0,0,0,0,0,66,3,0,1,0.0,0.0,0.1,2,0,51,57,89.5,3,38,1,0,0,Match Report,Dan-Burn,2023-24,,,,,,,,,L,1–2,1,2,0.0,1.0,3
432,3,2023-09-02,Sat,Premier League,Matchweek 4,Away,Newcastle Utd,Brighton,Y,"CB,LB",90.0,0.0,0.0,0,0,0,0,1,0,48,0,0,3,0.0,0.0,0.0,0,0,37,42,88.1,1,27,0,0,0,Match Report,Dan-Burn,2023-24,,,,,,,,,L,1–3,1,3,0.0,0.0,4
433,0,2023-08-14,Mon,Premier League,Matchweek 1,Away,Wolves,Manchester Utd,N,0,0.0,0.0,0.0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,Match Report,Daniel-Bentley,2023-24,0,0,0,0,0,0,0,0,L,0–1,0,1,0.0,0.0,1
434,1,2023-08-19,Sat,Premier League,Matchweek 2,Home,Wolves,Brighton,N,0,0.0,0.0,0.0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,Match Report,Daniel-Bentley,2023-24,0,0,0,0,0,0,0,0,L,1–4,1,4,0.0,1.0,2
435,2,2023-08-26,Sat,Premier League,Matchweek 3,Away,Wolves,Everton,N,0,0.0,0.0,0.0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,Match Report,Daniel-Bentley,2023-24,0,0,0,0,0,0,0,0,W,1–0,1,0,1.0,0.0,3
437,4,2023-09-03,Sun,Premier League,Matchweek 4,Away,Wolves,Crystal Palace,N,0,0.0,0.0,0.0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,Match Report,Daniel-Bentley,2023-24,0,0,0,0,0,0,0,0,L,2–3,2,3,0.0,0.0,4
439,1,2023-08-26,Sat,Premier League,Matchweek 3,Home,Manchester Utd,Nott'ham Forest,N,0,0.0,0.0,0.0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,Match Report,Daniel-Gore,2023-24,0,0,0,0,0,0,0,0,W,3–2,3,2,0.0,1.0,3
440,2,2023-09-03,Sun,Premier League,Matchweek 4,Away,Manchester Utd,Arsenal,N,0,0.0,0.0,0.0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,Match Report,Daniel-Gore,2023-24,0,0,0,0,0,0,0,0,L,1–3,1,3,0.0,0.0,4
441,0,2023-08-12,Sat,Premier League,Matchweek 1,Away,Nott'ham Forest,Arsenal,Y,RW,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,19.0,57.9,3.0,10.0,2.0,2.0,2.0,Match Report,Danilo,2023-24,,,,,,,,,L,1–2,1,2,0.0,0.0,1
442,1,2023-08-18,Fri,Premier League,Matchweek 2,Home,Nott'ham Forest,Sheffield Utd,Y,"CM,DM",89.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,57.0,0.0,2.0,1.0,0.1,0.1,0.1,2.0,0.0,44.0,49.0,89.8,3.0,30.0,0.0,2.0,0.0,Match Report,Danilo,2023-24,,,,,,,,,W,2–1,2,1,0.0,1.0,2
443,2,2023-08-26,Sat,Premier League,Matchweek 3,Away,Nott'ham Forest,Manchester Utd,Y,CM,80.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,38.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,18.0,27.0,66.7,1.0,20.0,0.0,0.0,0.0,Match Report,Danilo,2023-24,,,,,,,,,L,2–3,2,3,0.0,0.0,3
444,4,2023-09-02,Sat,Premier League,Matchweek 4,Away,Nott'ham Forest,Chelsea,Y,AM,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,50.0,0.0,5.0,1.0,1.0,1.0,Match Report,Danilo,2023-24,,,,,,,,,W,1–0,1,0,1.0,0.0,4
445,0,2023-08-12,Sat,Premier League,Matchweek 1,Away,West Ham,Bournemouth,N,FW,13.0,0.0,0.0,0,0,1,0,0,0,9,0,0,0,0.1,0.1,0.0,0,0,1,4,25.0,0,5,0,2,1,Match Report,Danny-Ings,2023-24,,,,,,,,,D,1–1,1,1,0.0,0.0,1
446,1,2023-08-20,Sun,Premier League,Matchweek 2,Home,West Ham,Chelsea,N,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Match Report,Danny-Ings,2023-24,,,,,,,,,W,3–1,3,1,0.0,1.0,2
447,2,2023-08-26,Sat,Premier League,Matchweek 3,Away,West Ham,Brighton,N,FW,6.0,0.0,0.0,0,0,0,0,0,0,4,0,0,1,0.0,0.0,0.0,0,0,2,3,66.7,0,3,0,0,0,Match Report,Danny-Ings,2023-24,,,,,,,,,W,3–1,3,1,0.0,0.0,3
448,3,2023-09-01,Fri,Premier League,Matchweek 4,Away,West Ham,Luton Town,N,FW,11.0,0.0,0.0,0,0,0,0,0,0,7,0,0,0,0.0,0.0,0.0,0,0,4,5,80.0,1,4,0,0,0,Match Report,Danny-Ings,2023-24,,,,,,,,,W,2–1,2,1,0.0,0.0,4
449,0,2023-08-12,Sat,Premier League,Matchweek 1,Home,Brighton,Luton Town,Y,FW,77.0,0.0,0.0,0,0,4,1,0,0,26,0,0,1,0.3,0.3,0.0,3,0,12,14,85.7,1,16,2,1,1,Match Report,Danny-Welbeck,2023-24,,,,,,,,,W,4–1,4,1,0.0,1.0,1
450,1,2023-08-19,Sat,Premier League,Matchweek 2,Away,Brighton,Wolves,Y,FW,56.0,0.0,0.0,0,0,2,1,0,0,33,0,0,2,0.2,0.2,0.1,6,2,19,22,86.4,2,22,3,0,0,Match Report,Danny-Welbeck,2023-24,,,,,,,,,W,4–1,4,1,0.0,0.0,2
451,2,2023-08-26,Sat,Premier League,Matchweek 3,Home,Brighton,West Ham,Y,AM,59.0,0.0,0.0,0,0,1,0,0,0,26,1,0,1,0.0,0.0,0.1,4,0,18,21,85.7,2,20,1,1,0,Match Report,Danny-Welbeck,2023-24,,,,,,,,,L,1–3,1,3,0.0,1.0,3
452,0,2023-08-11,Fri,Premier League,Matchweek 1,Home,Burnley,Manchester City,Y,CB,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,42.0,56.0,75.0,3.0,27.0,0.0,0.0,0.0,Match Report,Dara-O'Shea,2023-24,,,,,,,,,L,0–3,0,3,0.0,1.0,1
453,2,2023-08-27,Sun,Premier League,Matchweek 3,Home,Burnley,Aston Villa,Y,CB,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121.0,1.0,4.0,2.0,0.0,0.0,0.0,1.0,0.0,102.0,109.0,93.6,6.0,93.0,1.0,0.0,0.0,Match Report,Dara-O'Shea,2023-24,,,,,,,,,L,1–3,1,3,0.0,1.0,3
455,4,2023-09-02,Sat,Premier League,Matchweek 4,Home,Burnley,Tottenham,Y,CB,90.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,73.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,50.0,60.0,83.3,2.0,48.0,0.0,0.0,0.0,Match Report,Dara-O'Shea,2023-24,,,,,,,,,L,2–5,2,5,0.0,1.0,4
456,0,2023-08-13,Sun,Premier League,Matchweek 1,Away,Liverpool,Chelsea,N,FW,25.0,0.0,0.0,0,0,2,0,0,0,13,0,0,0,0.0,0.0,0.0,1,0,5,6,83.3,1,9,1,3,2,Match Report,Darwin-Nunez,2023-24,,,,,,,,,D,1–1,1,1,0.0,0.0,1
457,1,2023-08-19,Sat,Premier League,Matchweek 2,Home,Liverpool,Bournemouth,N,FW,5.0,0.0,0.0,0,0,0,0,0,0,5,1,0,1,0.0,0.0,0.0,0,0,1,2,50.0,0,4,0,0,0,Match Report,Darwin-Nunez,2023-24,,,,,,,,,W,3–1,3,1,0.0,1.0,2
458,2,2023-08-27,Sun,Premier League,Matchweek 3,Away,Liverpool,Newcastle Utd,N,FW,14.0,2.0,0.0,0,0,2,2,1,0,8,0,0,0,0.4,0.4,0.0,0,0,4,6,66.7,1,4,0,0,0,Match Report,Darwin-Nunez,2023-24,,,,,,,,,W,2–1,2,1,0.0,0.0,3
459,3,2023-09-03,Sun,Premier League,Matchweek 4,Home,Liverpool,Aston Villa,Y,FW,64.0,0.0,1.0,0,0,5,0,0,0,24,1,0,0,1.1,1.1,0.5,2,1,7,11,63.6,3,16,2,0,0,Match Report,Darwin-Nunez,2023-24,,,,,,,,,W,3–0,3,0,1.0,1.0,4
460,0,2023-08-12,Sat,Premier League,Matchweek 1,Home,Bournemouth,West Ham,Y,RW,74.0,0.0,0.0,0,0,4,2,0,0,49.0,0.0,0,0.0,0.2,0.2,0.0,2.0,0.0,24.0,38.0,63.2,6.0,30.0,3.0,2.0,0.0,Match Report,David-Brooks,2023-24,,,,,,,,,D,1–1,1,1,0.0,1.0,1
461,1,2023-08-19,Sat,Premier League,Matchweek 2,Away,Bournemouth,Liverpool,N,RW,15.0,0.0,0.0,0,0,0,0,0,0,11.0,0.0,0,0.0,0.0,0.0,0.3,4.0,0.0,9.0,10.0,90.0,0.0,4.0,0.0,0.0,0.0,Match Report,David-Brooks,2023-24,,,,,,,,,L,1–3,1,3,0.0,0.0,2
462,2,2023-08-26,Sat,Premier League,Matchweek 3,Home,Bournemouth,Tottenham,N,"RW,RM",18.0,0.0,0.0,0,0,0,0,0,0,12.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,12.0,75.0,3.0,5.0,1.0,0.0,0.0,Match Report,David-Brooks,2023-24,,,,,,,,,L,0–2,0,2,0.0,1.0,3
464,4,2023-09-02,Sat,Premier League,Matchweek 4,Away,Bournemouth,Brentford,N,"RW,RM",31.0,1.0,0.0,0,0,2,1,0,0,10.0,0.0,0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,4.0,50.0,0.0,5.0,0.0,1.0,1.0,Match Report,David-Brooks,2023-24,,,,,,,,,D,2–2,2,2,0.0,0.0,4
465,0,2023-08-21,Mon,Premier League,Matchweek 2,Away,Arsenal,Crystal Palace,N,0,0.0,0.0,0.0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,Match Report,David-Raya,2023-24,0,0,0,0,0,0,0,0,W,1–0,1,0,1.0,0.0,2
466,1,2023-08-26,Sat,Premier League,Matchweek 3,Home,Arsenal,Fulham,N,0,0.0,0.0,0.0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,Match Report,David-Raya,2023-24,0,0,0,0,0,0,0,0,D,2–2,2,2,0.0,1.0,3
