first_name,second_name,goals_scored,assists,total_points,minutes,goals_conceded,creativity,influence,threat,bonus,bps,ict_index,clean_sheets,red_cards,yellow_cards,selected_by_percent,now_cost,element_type
Dan,Burn,0,0,5,270,4,3.1,35.4,9.0,0,36,4.8,0,0,0,3.0,45,DEF
Karl,Darlow,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,GK
Martin,Dubravka,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,1.1,40,GK
Ryan,Fraser,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,49,MID
Mark,Gillespie,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,40,GK
Anthony,Gordon,1,1,12,193,2,30.9,21.8,20.0,0,43,6.8,1,0,2,0.6,55,MID
Isaac,Hayden,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,44,MID
Jeff,Hendrick,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,45,MID
Alexander,Isak,2,0,17,203,2,4.5,69.0,63.0,3,63,13.6,1,0,0,28.9,77,FWD
Joelinton Cássio,Apolinário de Lira,0,0,4,227,3,29.9,17.6,17.0,0,31,6.4,0,0,1,0.8,59,MID
Emil,Krafth,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,DEF
Garang,Kuol,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID
Jamaal,Lascelles,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.4,40,DEF
Jamal,Lewis,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,DEF
Sean,Longstaff,0,0,3,56,2,0.4,7.2,0.0,0,10,0.8,0,0,0,0.2,49,MID
Javier,Manquillo Gaitán,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,DEF
Jacob,Murphy,0,1,4,4,0,26.3,21.6,2.0,0,19,5.0,0,0,0,0.2,50,MID
Nick,Pope,0,0,7,270,4,0.0,62.6,0.0,0,46,6.3,0,0,0,10.7,55,GK
Matt,Ritchie,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,44,MID
Allan,Saint-Maximin,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,60,MID
Fabian,Schär,0,0,5,270,4,4.9,40.6,4.0,0,36,5.0,0,0,0,2.3,50,DEF
Matt,Targett,0,0,1,3,1,0.0,0.0,0.0,0,3,0.0,0,0,0,0.2,44,DEF
Sandro,Tonali,1,0,10,227,2,19.5,45.2,34.0,0,44,9.9,1,0,2,3.4,55,MID
Kieran,Trippier,0,0,4,270,4,75.3,44.6,4.0,0,56,12.4,0,0,1,31.6,65,DEF
Kell,Watts,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,40,DEF
Joe,Willock,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,54,MID
Callum,Wilson,1,0,7,64,2,11.6,45.0,64.0,0,24,12.0,0,0,0,6.5,79,FWD
Loris,Karius,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.3,40,GK
Paul,Dummett,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,40,DEF
Harvey,Barnes,1,1,12,74,2,23.0,54.0,28.0,2,38,10.5,0,0,1,3.9,65,MID
Tino,Livramento,0,0,1,4,0,0.0,0.0,0.0,0,3,0.0,0,0,0,0.2,45,DEF
Alex,Murphy,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.4,40,DEF
Lewis,Miley,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID
Matt,Turner,0,0,7,270,6,0.0,85.8,0.0,0,56,8.5,0,0,0,14.2,40,GK
Anthony,Elanga,0,1,6,40,0,21.8,20.8,12.0,0,23,5.5,0,0,0,0.7,50,MID
Brandon,Aguilera Zamora,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID
Harry,Arter,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,45,MID
Serge,Aurier,0,2,11,270,6,38.2,72.4,14.0,3,50,12.4,0,0,2,1.7,45,DEF
Taiwo,Awoniyi,3,0,20,182,4,23.5,105.6,85.0,3,84,21.3,0,0,0,2.5,65,FWD
Giulian,Biancone,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,40,DEF
Willy,Boly,1,0,9,248,6,11.6,99.0,108.0,0,43,21.9,0,0,1,0.2,45,DEF
Josh,Bowler,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID
Steve,Cook,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,DEF
Danilo,dos Santos de Oliveira,0,0,6,240,6,25.4,17.4,12.0,0,27,5.5,0,0,0,0.1,55,MID
Emmanuel,Dennis,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.4,49,FWD
Mohamed,Dräger,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,40,DEF
Felipe Augusto,de Almeida Monteiro,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,44,DEF
Remo,Freuler,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,49,MID
Morgan,Gibbs-White,0,2,12,270,6,124.3,56.0,33.0,1,51,21.3,0,0,1,2.0,60,MID
Wayne,Hennessey,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.3,40,GK
Ethan,Horvath,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,45,GK
Brennan,Johnson,0,0,6,238,5,14.9,13.6,27.0,0,13,5.4,0,0,0,0.5,60,MID
Cheikhou,Kouyaté,0,0,2,22,1,0.7,10.2,3.0,0,8,1.4,0,0,1,0.0,49,MID
Richie,Laryea,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,DEF
Orel,Mangala,0,0,3,157,3,11.7,15.0,0.0,0,3,2.7,0,0,1,0.0,50,MID
Loïc,Mbe Soh,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,40,DEF
Scott,McKenna,0,0,3,236,5,1.3,48.0,9.0,0,27,5.8,0,0,0,0.1,45,DEF
Alex,Mighten,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,44,MID
Moussa,Niakhaté,0,0,2,34,1,0.4,8.0,0.0,0,9,0.8,0,0,0,0.0,45,DEF
Lewis,O'Brien,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,49,MID
Braian,Ojeda Rodríguez,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID
Jonathan,Panzo,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,40,DEF
Omar,Richards,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,44,DEF
Gustavo Henrique,Furtado Scarpa,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID
Jonjo,Shelvey,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,49,MID
Sam,Surridge,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.3,45,FWD
Harry,Toffolo,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,44,DEF
Hwang,Ui-jo,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,1.1,44,FWD
Neco,Williams,0,0,3,108,1,15.9,26.8,6.0,0,9,4.9,0,0,0,0.3,45,DEF
Chris,Wood,1,0,9,16,0,20.9,37.2,21.0,2,36,8.0,0,0,0,0.7,50,FWD
Joe,Worrall,0,0,1,245,6,21.3,31.0,14.0,0,26,6.6,0,1,0,0.1,45,DEF
Ryan,Yates,0,0,5,201,5,5.6,26.0,2.0,0,18,3.3,0,0,0,0.0,50,MID
Olu,Aina,0,0,0,161,5,0.8,21.0,2.0,0,18,2.4,0,0,2,0.1,45,DEF
George,Shelvey,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,GK
Josh,Powell,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,40,DEF
Gonzalo,Montiel,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,DEF
Auston,Trusty,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,1.0,40,DEF
Anel,Ahmedhodžić,0,0,3,270,5,2.8,34.2,13.0,0,26,5.0,0,0,1,0.4,45,DEF
Jordan,Amissah,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.3,40,GK
George,Baldock,0,0,3,160,2,2.0,6.2,2.0,0,9,1.0,0,0,1,12.2,40,DEF
Chris,Basham,0,0,4,121,3,2.6,29.0,6.0,0,14,3.8,0,0,0,1.1,40,DEF
Jayden,Bogle,1,0,7,19,1,0.0,0.0,0.0,0,18,0.0,0,0,0,0.0,45,DEF
Rhian,Brewster,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,49,FWD
Ismaila,Coulibaly,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,44,MID
Adam,Davies,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,40,GK
John,Egan,0,0,3,270,5,0.7,32.8,12.0,0,28,4.5,0,0,1,0.2,45,DEF
John,Fleck,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,50,MID
Wes,Foderingham,0,0,8,270,5,0.0,67.4,0.0,0,62,6.8,0,0,0,0.3,45,GK
Daniel,Jebbison,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,49,FWD
Max,Lowe,0,0,3,124,2,11.0,29.4,2.0,0,11,4.2,0,0,0,0.1,45,DEF
Oliver,McBurnie,0,0,1,19,1,0.0,0.0,0.0,0,6,0.0,0,0,0,0.0,55,FWD
Iliman,Ndiaye,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,55,FWD
Rhys,Norrington-Davies,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,40,DEF
Oliver,Norwood,0,0,5,259,4,41.0,32.6,10.0,0,42,8.4,0,0,1,0.0,50,MID
Ben,Osborn,0,0,4,192,3,9.0,19.2,5.0,0,18,3.3,0,0,1,0.0,49,MID
William,Osula,0,0,4,233,3,5.7,1.0,21.0,0,-6,2.5,0,0,2,1.5,45,FWD
Jack,Robinson,0,0,4,259,5,2.1,31.4,8.0,0,32,4.2,0,0,0,0.1,45,DEF
Anis,Slimane,0,0,0,10,0,0.0,0.0,4.0,0,-2,0.3,0,0,1,0.0,49,MID
Yasser,Larouci,0,0,3,128,3,0.9,15.2,2.0,0,14,1.8,0,0,0,0.1,45,DEF
Bénie,Traoré,0,0,6,257,4,25.9,6.4,21.0,0,1,5.4,0,0,0,0.1,55,FWD
Vini,de Souza Costa,0,0,3,157,3,12.3,19.8,8.0,0,16,4.0,0,0,1,0.0,50,MID
Femi,Seriki,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,40,DEF
Louie,Marsh,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,45,FWD
Andre,Brooks,0,0,2,19,1,1.0,2.8,2.0,0,6,0.6,0,0,0,0.0,45,MID
Antwoine,Hackford,0,0,2,11,1,0.3,0.0,0.0,0,5,0.0,0,0,0,0.1,45,FWD
Gustavo,Hamer,1,0,8,180,4,21.5,42.8,13.0,0,33,7.7,0,0,1,0.1,50,MID
Tom,Davies,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,50,MID
Brandon,Austin,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,40,GK
Rodrigo,Bentancur,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,55,MID
Yves,Bissouma,0,0,7,253,2,40.5,80.6,34.0,0,52,15.5,2,0,1,0.6,50,MID
Bryan,Gil Salvatierra,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,50,MID
Ben,Davies,0,1,5,28,0,4.3,9.2,10.0,0,10,2.3,0,0,0,0.7,45,DEF
Eric,Dier,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.8,44,DEF
Emerson,Leite de Souza Junior,1,0,9,92,2,12.4,49.0,11.0,1,29,7.3,0,0,0,1.8,45,DEF
Fraser,Forster,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,3.2,40,GK
Pierre-Emile,Højbjerg,0,0,2,44,0,7.4,15.6,0.0,0,14,2.4,0,0,0,0.4,54,MID
Harry,Kane,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.9,125,FWD
Dejan,Kulusevski,1,0,13,267,2,62.1,66.2,103.0,0,45,23.2,2,0,0,1.4,70,MID
Hugo,Lloris,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.7,49,GK
Giovani,Lo Celso,0,0,1,16,0,13.8,3.2,4.0,0,8,2.1,0,0,0,0.1,49,MID
James,Maddison,1,2,22,252,2,148.2,108.6,98.0,4,77,35.4,2,0,1,14.9,76,MID
Tanguy,Ndombélé Alvaro,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.5,44,MID
Pedro,Porro,0,0,12,177,0,21.2,33.6,12.0,0,56,6.7,2,0,0,3.7,49,DEF
Ivan,Perišić,0,0,2,66,0,40.9,15.4,16.0,0,16,7.3,0,0,1,2.6,50,DEF
Sergio,Reguilón,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,44,DEF
Richarlison,de Andrade,0,0,5,218,2,27.4,17.4,72.0,0,-2,11.6,1,0,1,3.2,69,MID
Joe,Rodon,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,40,DEF
Cristian,Romero,1,0,20,193,0,2.3,88.8,37.0,1,72,12.8,2,0,0,6.0,46,DEF
Davinson,Sánchez,0,0,0,76,2,5.0,17.0,4.0,0,9,2.6,0,0,1,0.2,45,DEF
Pape Matar,Sarr,1,1,15,148,0,41.8,76.2,104.0,2,55,22.3,1,0,0,2.6,45,MID
Ryan,Sessegnon,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,DEF
Oliver,Skipp,0,0,2,91,2,6.9,5.8,4.0,0,14,1.6,0,0,1,0.2,49,MID
Son,Heung-min,0,0,8,254,2,106.2,28.8,70.0,0,43,20.4,2,0,0,6.0,90,MID
Djed,Spence,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.6,40,DEF
Japhet,Tanganga,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.9,40,DEF
Destiny,Udogie,0,1,18,240,2,41.9,48.8,47.0,3,62,13.8,2,0,1,5.5,46,DEF
Guglielmo,Vicario,0,0,19,270,2,0.0,101.4,0.0,3,84,10.1,2,0,1,2.6,50,GK
Alfie,Whiteman,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,40,GK
Manor,Solomon,0,0,1,2,0,0.6,3.2,0.0,0,4,0.4,0,0,0,0.1,54,MID
Micky,van de Ven,0,0,14,270,2,6.1,58.4,8.0,1,78,7.3,2,0,0,0.9,45,DEF
Dane,Scarlett,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.3,45,FWD
Alejo,Véliz,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,55,FWD
Nayef,Aguerd,1,0,7,156,2,0.1,51.6,33.0,0,19,8.5,0,1,0,0.5,45,DEF
Michail,Antonio,2,0,17,230,1,15.0,85.8,70.0,4,66,17.1,2,0,1,3.3,60,FWD
Alphonse,Areola,0,0,18,270,3,0.0,117.4,0.0,2,74,11.7,0,0,0,25.5,40,GK
Saïd,Benrahma,0,1,8,209,3,76.7,40.2,46.0,0,30,16.2,0,0,0,0.7,59,MID
Jarrod,Bowen,2,1,23,270,3,55.1,110.6,125.0,5,71,29.0,0,0,1,5.5,70,MID
Maxwel,Cornet,0,0,1,1,0,0.0,2.2,0.0,0,2,0.2,0,0,0,0.1,54,MID
Vladimír,Coufal,0,0,6,270,3,29.2,44.2,0.0,0,34,7.4,0,0,0,0.3,45,DEF
Conor,Coventry,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,45,MID
Aaron,Cresswell,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.7,44,DEF
Flynn,Downes,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,50,MID
Emerson,Palmieri dos Santos,0,1,7,270,3,49.8,62.2,16.0,0,37,12.8,0,0,2,0.5,45,DEF
Lukasz,Fabianski,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,2.4,44,GK
Pablo,Fornals Malla,0,0,4,105,1,25.4,16.6,34.0,0,15,7.6,0,0,0,0.1,49,MID
Danny,Ings,0,0,2,17,1,0.3,8.2,7.0,0,4,1.6,0,0,0,1.2,59,FWD
Ben,Johnson,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,45,DEF
Thilo,Kehrer,0,0,1,15,1,0.3,8.2,0.0,0,3,0.8,0,0,1,0.1,44,DEF
Divin,Mubama,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,9.4,45,FWD
Lucas,Tolentino Coelho de Lima,1,0,9,264,3,80.2,75.2,57.0,0,45,21.3,0,0,2,1.7,60,MID
Gianluca,Scamacca,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,60,FWD
Tomáš,Souček,0,1,10,218,2,42.0,64.6,22.0,2,43,12.9,0,0,0,1.3,50,MID
Nikola,Vlašić,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,45,MID
Kurt,Zouma,0,0,6,270,3,0.0,57.0,2.0,0,37,5.8,0,0,0,0.9,45,DEF
Angelo,Ogbonna,0,0,3,111,1,0.1,29.4,0.0,0,14,3.0,0,0,0,0.1,45,DEF
Edson,Álvarez Velázquez,0,0,2,92,1,0.6,17.8,0.0,0,11,1.8,0,0,1,0.1,50,MID
Joseph,Anang,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,GK
James,Ward-Prowse,1,2,15,170,2,26.3,93.8,51.0,1,54,17.1,0,0,1,3.4,60,MID
Konstantinos,Mavropanos,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,DEF
Rayan,Aït-Nouri,0,0,2,207,5,34.7,37.8,10.0,0,17,8.3,0,0,1,0.4,45,DEF
Daniel,Bentley,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.4,40,GK
Bendegúz,Bolla,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.9,40,DEF
Hugo,Bueno López,0,0,8,101,0,36.0,23.2,16.0,0,36,7.5,1,0,0,0.1,45,DEF
Francisco Jorge,Tomás Oliveira,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID
Luke,Cundle,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID
Craig,Dawson,0,0,6,250,5,12.3,55.0,53.0,0,49,12.0,1,0,2,0.2,45,DEF
Fábio,Silva,0,0,4,140,4,35.7,22.8,82.0,0,11,14.1,1,0,0,0.3,55,FWD
Gonçalo Manuel,Ganchinho Guedes,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,54,MID
Joe,Hodge,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,45,MID
Ki-Jana,Hoever,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,40,DEF
Hwang,Hee-chan,1,0,7,107,1,19.0,35.0,47.0,0,24,9.9,0,0,1,0.1,55,MID
João Victor,Gomes da Silva,0,0,5,231,5,31.1,33.6,17.0,0,33,8.2,1,0,1,0.1,50,MID
Jonathan,Castro Otto,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,44,DEF
Bruno,Cavaco Jordão,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,45,MID
Sasa,Kalajdzic,1,0,7,7,0,11.4,39.2,35.0,1,33,8.5,0,0,0,0.1,50,FWD
Max,Kilman,0,0,9,270,5,36.5,68.0,21.0,2,52,12.6,1,0,1,0.7,45,DEF
Tom,King,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.8,40,GK
Mario,Lemina,0,0,5,270,5,7.5,28.2,28.0,0,28,6.4,1,0,2,0.0,50,MID
Matheus Luiz,Nunes,0,0,1,180,5,45.8,29.4,14.0,0,15,8.9,0,1,0,0.2,50,MID
Pedro,Lomba Neto,0,1,10,270,5,148.7,55.0,77.0,1,55,28.0,1,0,1,0.3,55,MID
Daniel,Castelo Podence,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,54,MID
José,Malheiro de Sá,0,0,14,270,5,0.0,107.2,0.0,3,71,10.7,1,0,0,1.1,50,GK
Pablo,Sarabia,0,1,8,113,0,64.6,39.2,40.0,0,28,14.4,1,0,0,0.2,50,MID
Matija,Šarkić,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.5,40,GK
Nélson,Cabral Semedo,0,0,7,270,5,21.4,52.2,3.0,0,46,7.7,1,0,1,0.4,45,DEF
Toti António,Gomes,0,0,2,24,0,0.4,7.8,0.0,0,6,0.8,0,0,0,0.1,45,DEF
Boubacar,Traoré,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.4,44,MID
Matheus,Santos Carneiro Da Cunha,0,0,6,250,5,50.7,27.4,73.0,0,16,15.2,1,0,0,0.6,55,FWD
Matt,Doherty,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,44,DEF
